ACTIVITY DATE,OWNER NAME,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE,FULL ADDRESS
2018-08-16,"MEDENAS, THEODORE",FA0023366,MAIN BURGERS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4300 MAINE AVE,BALDWIN PARK,91706,91,A,"4300 MAINE AVE, BALDWIN PARK, CA 91706"
2018-04-02,YESSICA P FONSECA,FA0241405,LA BONA ENERGIA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6515 VAN NUYS BLVD # D,VAN NUYS,91401,92,A,"6515 VAN NUYS BLVD # D, VAN NUYS, CA 91401"
2018-05-15,"GL RESTAURANT, INC",FA0223669,JASMINE HOUSE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,11 W MAIN ST,ALHAMBRA,91801,90,A,"11 W MAIN ST, ALHAMBRA, CA 91801"
2018-05-31,"LAM, LARRY KIM",FA0018744,JELLY DONUT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8111 VAN NUYS BLVD STE 101,PANORAMA CITY,91402,96,A,"8111 VAN NUYS BLVD STE 101, PANORAMA CITY, CA 91402"
2018-02-26,"SEWELL FAMILY ENTERPRISES, INC.",FA0138189,PINOTS PALETTE,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,25850 MCBEAN PKWY,VALYERMO,91355,96,A,"25850 MCBEAN PKWY, VALYERMO, CA 91355"
2018-04-23,"OCHOA, JESUS JR",FA0031329,JUICE EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3216 BALDWIN PARK BLVD STE #D,BALDWIN PARK,91706,91,A,"3216 BALDWIN PARK BLVD STE #D, BALDWIN PARK, CA 91706"
2018-09-26,P M K INC,FA0033302,SIMPLY WHOLESOME,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4508 W SLAUSON AVE,LOS ANGELES,90043,90,A,"4508 W SLAUSON AVE, LOS ANGELES, CA 90043"
2018-03-20,BOSOK INTERNATIONAL LLC,FA0013906,CELLAR RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1880 CENTURY PARK E STE 102,LOS ANGELES,90067,91,A,"1880 CENTURY PARK E STE 102, LOS ANGELES, CA 90067"
2018-08-16,SERGIO ALEJANDRO COVARRUBIAS,FA0245824,CASA CANELA RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,27647 BOUQUET CANYON RD,SANTA CLARITA,91350,97,A,"27647 BOUQUET CANYON RD, SANTA CLARITA, CA 91350"
2018-07-25,VALENTIN CRUZ LOPEZ,FA0180043,PORKY'S RESTAURANT MEXICAN FOOD,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4560 WHITTIER BLVD,LOS ANGELES,90022-2430,96,A,"4560 WHITTIER BLVD, LOS ANGELES, CA 90022-2430"
2018-08-23,TB AZUSA,FA0179753,TEA BAR,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,954 E ALOSTA AVE,AZUSA,91702,90,A,"954 E ALOSTA AVE, AZUSA, CA 91702"
2017-08-02,CLUB CHA CHA INC,FA0015858,CLUB CHA CHA,ACTIVE,RESTAURANT (61-150) SEATS LOW RISK,5117 TORRANCE BLVD,TORRANCE,90503,95,A,"5117 TORRANCE BLVD, TORRANCE, CA 90503"
2018-09-05,MARIA GUADALUPE RESENDIZ,FA0260128,YOGUIS RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9208 1/2 ALONDRA BLVD,BELLFLOWER,90706,97,A,"9208 1/2 ALONDRA BLVD, BELLFLOWER, CA 90706"
2018-05-31,PIE SQUARED PIZZA LLC,FA0068777,PIZZA REV.,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9420 RESEDA BLVD STE #4,NORTHRIDGE,91324,96,A,"9420 RESEDA BLVD STE #4, NORTHRIDGE, CA 91324"
2018-06-20,"TNK HOLDINGS, INC.",FA0261123,WASABI N ROLL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,15642 ARROW HWY,IRWINDALE,91706,96,A,"15642 ARROW HWY, IRWINDALE, CA 91706"
2018-05-03,"TONY'S ON THE PIER, INC",FA0072764,TONY'S ON THE PIER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,210 FISHERMANS WHARF,REDONDO BEACH,90277,92,A,"210 FISHERMANS WHARF, REDONDO BEACH, CA 90277"
2018-09-19,"HARU HARU SUSHI, INC.",FA0172114,SIMPLY FISH GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5653 KANAN RD,AGOURA HILLS,91301,94,A,"5653 KANAN RD, AGOURA HILLS, CA 91301"
2018-08-09,NALINI W. SULLIVAN,FA0262266,THAI LADY RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,15534 LA MIRADA BLVD,LA MIRADA,90638-5414,90,A,"15534 LA MIRADA BLVD, LA MIRADA, CA 90638-5414"
2018-09-26,"LY, BONNY",FA0021707,LE DONUT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1802 E HUNTINGTON DR,DUARTE,91010,95,A,"1802 E HUNTINGTON DR, DUARTE, CA 91010"
2018-03-23,CAPITAL MORUMBI INC,FA0249795,FRIZA FROZEN YOGURT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2533 PACIFIC COAST HWY # 101,TORRANCE,90505,97,A,"2533 PACIFIC COAST HWY # 101, TORRANCE, CA 90505"
2018-04-24,"POMONA FOOD BASKET, LLC",FA0167160,GUADALAJARA MARKETS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1130 W MISSION BLVD,POMONA,91766,78,C,"1130 W MISSION BLVD, POMONA, CA 91766"
2018-06-05,BLADE ENTERPRISE III  INC.,FA0066637,MCDONALD'S,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,4680 LINCOLN BLVD,MARINA DEL REY,90292,98,A,"4680 LINCOLN BLVD, MARINA DEL REY, CA 90292"
2018-09-19,"NARKNGARM, PRAYOTCH",FA0067412,5 STAR TERIYAKI & BBQ,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2201 E WILLOW ST #B,SIGNAL HILL,90755,90,A,"2201 E WILLOW ST #B, SIGNAL HILL, CA 90755"
2018-08-01,HERITAGE BY ARMEN AND ALISSA,FA0245660,HERITAGE EATERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,115 W WILSON AVE,GLENDALE,91203,96,A,"115 W WILSON AVE, GLENDALE, CA 91203"
2018-05-08,"FRASER, GERRI",FA0051103,THE BUCCANEER,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,70 W SIERRA MADRE BLVD,SIERRA MADRE,91024,94,A,"70 W SIERRA MADRE BLVD, SIERRA MADRE, CA 91024"
2018-08-08,"RAMIREZ, MARIO",FA0040024,VIVA TACOS LA ESTRELLA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6103 N FIGUEROA ST,LOS ANGELES,90042,93,A,"6103 N FIGUEROA ST, LOS ANGELES, CA 90042"
2018-07-16,"LUCKY CHINA, INC",FA0066054,LUCKY CHINA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,248 E CARSON ST,CARSON,90745,93,A,"248 E CARSON ST, CARSON, CA 90745"
2018-06-12,BRIZI FAMILY INC,FA0018657,DENNY'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,645 N AZUSA AVE,WEST COVINA,91791,94,A,"645 N AZUSA AVE, WEST COVINA, CA 91791"
2017-08-24,"KARPO INVESTMENTS, INC",FA0177737,SURF CITY SQUEEZE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,9006 PLAZA DR,WEST COVINA,91790,98,A,"9006 PLAZA DR, WEST COVINA, CA 91790"
2018-03-01,RP GROUP LLC.,FA0251968,BIRYANI POT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18600 PIONEER BLVD,ARTESIA,90701-5630,92,A,"18600 PIONEER BLVD, ARTESIA, CA 90701-5630"
2018-08-08,"OH, JOHN",FA0138814,SUSHI HANASHI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1928 LINCOLN BLVD,SANTA MONICA,90405,93,A,"1928 LINCOLN BLVD, SANTA MONICA, CA 90405"
2018-03-01,THE JET GROUP LLC,FA0005323,VIVA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,6350 W HOLLYWOOD BLVD,LOS ANGELES,90028,92,A,"6350 W HOLLYWOOD BLVD, LOS ANGELES, CA 90028"
2018-08-22,PRESS BROTHERS JUICERY LLC,FA0165005,PRESS BROTHERS JUICERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,317 S BROADWAY 3 F-2,LOS ANGELES,90013,93,A,"317 S BROADWAY 3 F-2, LOS ANGELES, CA 90013"
2018-09-18,FRIDA RESTAURANT SHERMAN OAKS LLC,FA0256970,FRIDA RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,15301 VENTURA BLVD # P5,SHERMAN OAKS,91403,97,A,"15301 VENTURA BLVD # P5, SHERMAN OAKS, CA 91403"
2018-09-11,NO MSG LLC,FA0202999,GENGHIS COHEN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,740 N FAIRFAX AVE,LOS ANGELES,90046,97,A,"740 N FAIRFAX AVE, LOS ANGELES, CA 90046"
2018-07-31,"SANTIAGO, JULIO",FA0019524,DON REYES MEXICAN RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1306 E DUARTE RD,DUARTE,91010,92,A,"1306 E DUARTE RD, DUARTE, CA 91010"
2018-07-25,ITSWANI FAWAZ,FA0158315,THE GREEN STORE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2151 HERMOSA AVE,HERMOSA BEACH,90254,90,A,"2151 HERMOSA AVE, HERMOSA BEACH, CA 90254"
2018-09-28,BRENDA MICHELLE MARSH,FA0172063,ELEGANT AFFAIRS,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,42525 10TH ST W,LANCASTER,93534,94,A,"42525 10TH ST W, LANCASTER, CA 93534"
2018-07-17,SEVEN MELROSE LLC,FA0072217,THE DARKROOM KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,7302 MELROSE AVE,LOS ANGELES,90046,98,A,"7302 MELROSE AVE, LOS ANGELES, CA 90046"
2018-06-21,SHEIKH WAQAR,FA0004723,BAJA FISH GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1605 PACIFIC COAST HWY STE 105,HARBOR CITY,90710,92,A,"1605 PACIFIC COAST HWY STE 105, HARBOR CITY, CA 90710"
2018-08-30,JSG CORP,FA0071154,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,28788 THE OLD RD,VALENCIA,91355,99,A,"28788 THE OLD RD, VALENCIA, CA 91355"
2018-06-07,JG ENTERPRISES LLC.,FA0175096,PAPA JOHN'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2018 W K AVENUE,LANCASTER,93536,95,A,"2018 W K AVENUE, LANCASTER, CA 93536"
2018-09-04,"MIX & MATCH BURGERS, INC",FA0248117,MIX & MATCH BURGERS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,112 W CALIFORNIA AVE,GLENDALE,91203-2212,98,A,"112 W CALIFORNIA AVE, GLENDALE, CA 91203-2212"
2018-03-21,"YHALLTOGETHER, INC",FA0250104,WABA SUNVALLEY,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,8383 LAUREL CANYON BLVD,SUN VALLEY,91352-3809,92,A,"8383 LAUREL CANYON BLVD, SUN VALLEY, CA 91352-3809"
2018-07-05,"TAWAT & SON, INC.",FA0138823,BABY ELEPHANT THAI CUISINE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,20795 AMAR RD STE 3,WALNUT,91789-5041,98,A,"20795 AMAR RD STE 3, WALNUT, CA 91789-5041"
2018-08-14,LAMAS FAMILY INC,FA0179646,MI ZACATECAS MEXICAN FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12808 INGLEWOOD AVE,HAWTHORNE,90250-5118,90,A,"12808 INGLEWOOD AVE, HAWTHORNE, CA 90250-5118"
2018-01-20,GO KART WORLD INC,FA0062772,GO KART WORLD/PIT STOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,21830 RECREATION RD,CARSON,90745,97,A,"21830 RECREATION RD, CARSON, CA 90745"
2018-05-04,CITY OF SAN DIMAS,FA0031732,SAN DIMAS COMMUNITY CENTER,ACTIVE,RESTAURANT (151 + ) SEATS MODERATE RISK,245 E BONITA AVE,SAN DIMAS,91773,99,A,"245 E BONITA AVE, SAN DIMAS, CA 91773"
2018-07-23,UMAMI BURGER LLC,FA0052856,UMAMI BURGER URBAN JUNGLE LLC,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1520 N CAHUENGA BLVD STE #7,LOS ANGELES,90028,95,A,"1520 N CAHUENGA BLVD STE #7, LOS ANGELES, CA 90028"
2018-09-20,THE SYDNEY GROUP LLC.,FA0163238,OLIVE AND THYME,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3821 W RIVERSIDE DR,BURBANK,91505,96,A,"3821 W RIVERSIDE DR, BURBANK, CA 91505"
2018-09-12,COLUMBIA SQUARE HOSPITALITY GR,FA0180600,NEUEHOUSE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6121 SUNSET BLVD,LOS ANGELES,90028,93,A,"6121 SUNSET BLVD, LOS ANGELES, CA 90028"
2018-07-24,SHANGRI-LA FOODS LLC,FA0068292,PAPA GUIDO'S PIZZA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1521 AVIATION BLVD,REDONDO BEACH,90278,93,A,"1521 AVIATION BLVD, REDONDO BEACH, CA 90278"
2018-09-07,SUE & SINGH INC,FA0034743,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,27069 1/2 MCBEAN PKWY,VALENCIA,91355,97,A,"27069 1/2 MCBEAN PKWY, VALENCIA, CA 91355"
2018-05-30,"TAN-CHA, INC.",FA0259779,TAN-CHA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12 W MAIN ST,ALHAMBRA,91801-3552,90,A,"12 W MAIN ST, ALHAMBRA, CA 91801-3552"
2018-06-19,HOMEBOY INDUSTRIES,FA0063575,HOMEBOY DINER,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,200 N MAIN ST # #210,LOS ANGELES,90012,98,A,"200 N MAIN ST # #210, LOS ANGELES, CA 90012"
2018-02-13,MINT CANYON MEMORIAL VFW POST NO. 6110,FA0157077,VFW POST NO. 6110,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,16555 SIERRA HWY,CANYON COUNTRY,91351-1338,95,A,"16555 SIERRA HWY, CANYON COUNTRY, CA 91351-1338"
2018-08-03,"AVETISYAN, ARTASHES",FA0071566,SWEET 1 BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,13668 OXNARD ST,VAN NUYS,91401,97,A,"13668 OXNARD ST, VAN NUYS, CA 91401"
2018-09-10,VERDUZCO ENRIQUE,FA0056568,2 FOR 1 PIZZA COMPANY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1905 S WESTERN AVE # 3,LOS ANGELES,90018,93,A,"1905 S WESTERN AVE # 3, LOS ANGELES, CA 90018"
2018-06-08,DA BEER INC.,FA0063397,HEU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3959 WILSHIRE BLVD B211,LOS ANGELES,90103,90,A,"3959 WILSHIRE BLVD B211, LOS ANGELES, CA 90103"
2018-04-23,"SOGOMONYAN, ELMIRA",FA0042386,NEW YORK DELI & CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,7754 SANTA MONICA BLVD,WEST HOLLYWOOD,90046,90,A,"7754 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046"
2018-06-26,ROCK & CHISEL INC,FA0242103,TERRACOTTA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3760 WILSHIRE BLVD,LOS ANGELES,90010,94,A,"3760 WILSHIRE BLVD, LOS ANGELES, CA 90010"
2018-09-04,"TUCEY, JACK",FA0006522,ORIGINAL ANTONIO'S PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,114 SUMNER AVE,AVALON,90704,85,B,"114 SUMNER AVE, AVALON, CA 90704"
2018-08-15,SHANI AND SANI INC.,FA0005627,BIG MAMAS & PAPA'S/MARIPOSA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5051 HOLLYWOOD BLVD,LOS ANGELES,90027,94,A,"5051 HOLLYWOOD BLVD, LOS ANGELES, CA 90027"
2018-05-02,VUY LY,FA0245560,CHRISTY'S DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,408 W FOOTHILL BLVD,MONROVIA,91016,99,A,"408 W FOOTHILL BLVD, MONROVIA, CA 91016"
2018-07-31,NARY SOK,FA0167789,MR PHAT DONUT HOUSE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2323 E ROSECRANS AVE,COMPTON,90221-1750,81,B,"2323 E ROSECRANS AVE, COMPTON, CA 90221-1750"
2018-07-24,ACOMERICA INC,FA0051926,THE FRENCH CREPE COMPANY PREP KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6333 W 3RD ST # K-14,LOS ANGELES,90036,90,A,"6333 W 3RD ST # K-14, LOS ANGELES, CA 90036"
2018-07-18,THAI MUOI,FA0043836,PHO BROADWAY,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,942 N BROADWAY STE #102,LOS ANGELES,90012,91,A,"942 N BROADWAY STE #102, LOS ANGELES, CA 90012"
2018-05-25,JINON CORPORATION,FA0041721,NIJIYA MARKET - PUENTE HILL STORE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,17869 E COLIMA RD,ROWLAND HEIGHTS,91748,92,A,"17869 E COLIMA RD, ROWLAND HEIGHTS, CA 91748"
2018-08-08,RIB RANCH BBQ INC,FA0030512,RIB RANCH BBQ,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4923 TOPANGA CANYON BLVD,WOODLAND HILLS,91367,92,A,"4923 TOPANGA CANYON BLVD, WOODLAND HILLS, CA 91367"
2018-08-31,SUSHI CALIFORNIA INC,FA0059755,CHO CHO SAN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,04928 BALBOA BLVD,ENCINO,91316,96,A,"04928 BALBOA BLVD, ENCINO, CA 91316"
2018-07-26,TEAM AHUJA LLC,FA0241604,PINKBERRY BURBANK,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,120 E PALM AVE,BURBANK,91502,100,A,"120 E PALM AVE, BURBANK, CA 91502"
2018-09-14,7802 FOOTHILL BLVD. LLC,FA0250558,BIG MAMA'S & PAPA'S PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7802 FOOTHILL BLVD STE H,SUNLAND,91040,94,A,"7802 FOOTHILL BLVD STE H, SUNLAND, CA 91040"
2018-09-25,"VALASKANTSIS,NICK DBA",FA0052246,TOM'S NO 7,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5571 CAHUENGA BLVD,NORTH HOLLYWOOD,90601,97,A,"5571 CAHUENGA BLVD, NORTH HOLLYWOOD, CA 90601"
2018-08-06,M AND P INVESTMENT GROUP,FA0245250,CREAM,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11135 MAGNOLIA BLVD # 170,NORTH HOLLYWOOD,91601,91,A,"11135 MAGNOLIA BLVD # 170, NORTH HOLLYWOOD, CA 91601"
2018-07-25,STIX RESTAURANT HOLDINGS LLC,FA0043959,PICK UP STIX 7309,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,19751 RINALDI ST,PORTER RANCH,91326,94,A,"19751 RINALDI ST, PORTER RANCH, CA 91326"
2018-06-27,SOSA GABRIELA,FA0156107,GARNACHAS & BEER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8755 PARTHENIA PL,NORTH HILLS,91343-5115,90,A,"8755 PARTHENIA PL, NORTH HILLS, CA 91343-5115"
2018-06-22,FOOD EXPRESSION INC,FA0256482,EDIBLE ARRANGEMENTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8855 APOLLO WAY,DOWNEY,90242,98,A,"8855 APOLLO WAY, DOWNEY, CA 90242"
2018-08-28,"IKUTA, GEE HYUN",FA0054865,WING N STUFF,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3650 W MLK BLVD,LOS ANGELES,90008,97,A,"3650 W MLK BLVD, LOS ANGELES, CA 90008"
2018-05-31,"MASA COFFEE LAB , INC.",FA0258454,MASA COFFEE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,650 S SPRING ST STE R2,LOS ANGELES,90014,96,A,"650 S SPRING ST STE R2, LOS ANGELES, CA 90014"
2018-09-11,BOILING PIT LLC.,FA0179761,BOILING PIT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,939 S GLENDORA AVE,WEST COVINA,91790,93,A,"939 S GLENDORA AVE, WEST COVINA, CA 91790"
2018-09-28,MARCELO SILVA,FA0175145,SUPERBOWL ACAI BRAZILIAN JUICE & SNACK,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2703 MANHATTAN BEACH BLVD,REDONDO BEACH,90278,92,A,"2703 MANHATTAN BEACH BLVD, REDONDO BEACH, CA 90278"
2018-07-12,"WINGS 101, LLC",FA0257121,WINGS 101,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,510 W COMPTON BLVD,COMPTON,90220,94,A,"510 W COMPTON BLVD, COMPTON, CA 90220"
2018-02-14,NOVIN HERBS & SPICES,FA0256325,NOVIN HERBS & SPICES,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,3405 OCEAN VIEW BLVD,GLENDALE,91208-1508,99,A,"3405 OCEAN VIEW BLVD, GLENDALE, CA 91208-1508"
2018-08-15,FC JUICE PARTNERS CALIFORNIA LLC,FA0222662,JAMBA JUICE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5300 LNKERSHIM BLVD # 160,NORTH HOLLYWOOD,91601-3173,96,A,"5300 LNKERSHIM BLVD # 160, NORTH HOLLYWOOD, CA 91601-3173"
2018-08-16,BLU JAM CAFE ON MULHOLLAND,FA0164972,BLU JAM CAFE ON MULHOLLAND,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,23311 MULHOLLAND DR,WOODLAND HILLS,91364,95,A,"23311 MULHOLLAND DR, WOODLAND HILLS, CA 91364"
2018-03-14,SEUNG YEON KIM,FA0159041,LE TERRACE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1102 S WESTERN AVE,LOS ANGELES,90006,86,B,"1102 S WESTERN AVE, LOS ANGELES, CA 90006"
2018-09-05,SEYLA LIM,FA0249586,CRAFTED DONUTS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3959 WILSHIRE BLVD STE B1,LOS ANGELES,90010-3315,91,A,"3959 WILSHIRE BLVD STE B1, LOS ANGELES, CA 90010-3315"
2018-08-08,"DOMINGUEZ, FRANCISCO",FA0067734,NUEVA GUATEMALA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,7313 PACIFIC BLVD,HUNTINGTON PARK,90255,86,B,"7313 PACIFIC BLVD, HUNTINGTON PARK, CA 90255"
2018-07-19,"CAL BOWL ENTERPRISES, LLC",FA0012223,CAL BOWL,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,2500 CARSON ST,LAKEWOOD,90712,98,A,"2500 CARSON ST, LAKEWOOD, CA 90712"
2018-07-23,MHS AND YO CORPORATION,FA0262269,RAMEN NARUTO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,120 E LEMON AVE,MONROVIA,91016,95,A,"120 E LEMON AVE, MONROVIA, CA 91016"
2018-07-11,MANILA GOOD-HA SA GLENDALE I,FA0038443,MANILA GOOD-HA SA GLENDALE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,900 E COLORADO ST,GLENDALE,91205,90,A,"900 E COLORADO ST, GLENDALE, CA 91205"
2018-06-18,"SAEKI, SHOJIRO",FA0019951,DUCKS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1381 E LAS TUNAS DR,SAN GABRIEL,91775,98,A,"1381 E LAS TUNAS DR, SAN GABRIEL, CA 91775"
2018-05-22,HOUSE FOODS AMERICA CORP,FA0017449,CURRY HOUSE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,17865 COLIMA RD,ROWLAND HEIGHTS,91748,91,A,"17865 COLIMA RD, ROWLAND HEIGHTS, CA 91748"
2018-09-11,THAI CASA LLC,FA0164753,THAI CASA RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2468 W WHITTIER BLVD,MONTEBELLO,90640,93,A,"2468 W WHITTIER BLVD, MONTEBELLO, CA 90640"
2018-02-12,"STARKMAN, ISAAC",FA0027223,GUY'S NORTH,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,12655 VENTURA BLVD,STUDIO CITY,91604,97,A,"12655 VENTURA BLVD, STUDIO CITY, CA 91604"
2018-07-05,"RATZ, KEITH",FA0045819,RISE 'N SHINE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9685 SUNLAND BLVD,SUNLAND,91040,95,A,"9685 SUNLAND BLVD, SUNLAND, CA 91040"
2018-06-07,"MORISHIMA, TSUGUHIRO",FA0032894,SHOJIN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,333 S ALAMEDA ST STE 310,LOS ANGELES,90013,99,A,"333 S ALAMEDA ST STE 310, LOS ANGELES, CA 90013"
2018-05-02,SHANGWEI ZHANG,FA0258910,PREMIER DESSERT ART,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,501 W GARVEY AVE STE 107,MONTEREY PARK,91754-2765,97,A,"501 W GARVEY AVE STE 107, MONTEREY PARK, CA 91754-2765"
2018-04-03,"DE OCHOA, SONIA BARAJAS",FA0031326,JUGOS LIQUADOS EL MANANTIAL,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,13509 TELEGRAPH RD STE #C,WHITTIER,90605,97,A,"13509 TELEGRAPH RD STE #C, WHITTIER, CA 90605"
2018-04-23,"ANTAI GROUP, INC",FA0222378,EAST SEAFOOD BUFFET,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,12100 E CARSON ST # A,HAWAIIAN GARDENS,90716,80,B,"12100 E CARSON ST # A, HAWAIIAN GARDENS, CA 90716"
2018-09-18,FULLMARK INC.,FA0223965,THE BARN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,815 W NAOMI AVE # E,ARCADIA,91007,92,A,"815 W NAOMI AVE # E, ARCADIA, CA 91007"
2018-08-28,INTERNATIONAL COFFEE & TEA LLC,FA0051754,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,10401 SANTA MONICA BLVD,LOS ANGELES,90025,92,A,"10401 SANTA MONICA BLVD, LOS ANGELES, CA 90025"
2018-07-27,"JUNG, JEE OK",FA0026012,GOLD YAKI BURGER,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4454 VAN NUYS BLVD STE M,SHERMAN OAKS,91403,92,A,"4454 VAN NUYS BLVD STE M, SHERMAN OAKS, CA 91403"
